x,y,name,length,longitude,latitude
1109134.296,1188358.938,Bradberry Lake,1.39317014,-122.6934402,48.57104513
1114499.076,1187002.563,Cypress Head,1.07120179,-122.6711484,48.56773727
1104995.125,1185697.625,Cypress Mainline,4.28403533,-122.7102124,48.56344065
1105950.836,1196600,Duck Lake Loop,2.43314059,-122.7075285,48.59336968
1102227.125,1179998.875,Reef Point,1.01267155,-122.7209704,48.54762164
1103883.5,1197482.312,Smugglers Cove,1.1859356,-122.7161652,48.59562703
1102875.357,1184701.125,Strawberry Bay,1.47896055,-122.7188425,48.56054873
1118269.375,1133357.124,Deception Pass,1.32146821,-122.6495574,48.42110221
1076098.727,987502.7274,Anderson,1.4808604,-122.8055224,48.01832077
1078490.941,989504.9081,Cascade,1.50284648,-122.7959926,48.02399684
1074219.702,987229.7766,Olympic,1.08742593,-122.8131621,48.01742229
1077505.577,987392.421,Lakeside,1.54533885,-122.7997648,48.01813113
1090798.276,1058645.19,Bluff,1.44827466,-122.7538031,48.2143653
1083389.277,1218839.544,Moran,1.79952965,-122.8033453,48.65250153
1104325.337,1093472.839,Joseph Whidbey,1.21978942,-122.7023488,48.310808
1023457.116,1208321.204,Jones Island,1.06994456,-123.0495991,48.61865129
1150083.52,1032298.84,Cross Island,1.09961333,-122.5080556,48.14658241
1085150.197,1032452.399,Fort Worden,1.61538678,-122.7738557,48.14217374
1138043.968,1101315.727,Wetland,1.45365708,-122.5647359,48.33478892
1077220.448,1201685.16,Obstruction Pass,1.03446178,-122.8267473,48.60503273
1129741.762,1002036.617,Ridge Loop,1.33373313,-122.5880428,48.0622305
1060071.661,1255021.8,Sucia Island State Park,1.2361528,-122.9042659,48.74966427
1371323.316,1153898.012,Evergreen,2.26639421,-121.6091846,48.4916904
1147085.585,812061.1785,Blake Island,1.18899745,-122.4974919,47.5429231
1073450.772,659663.0359,Outer Loop,1.93515596,-122.7776688,47.11979592
1026754.026,753388.8929,Twanoh,1.89956268,-122.9769655,47.37278597
869875.8793,623494.1403,Lake Sylvia,1.82472397,-123.5890745,47.00169719
739508.2436,369972.2103,North Head,1.51310324,-124.0651391,46.29205106
740262.2174,386647.8781,Discovery,7.50570849,-124.0651401,46.33782688
750960.3758,482582.3914,Dune Forest Loop,2.37930954,-124.0398665,46.60195382
776700.4149,355341.9184,Military Road,1.09891346,-123.9156421,46.25648179
774703.7302,354937.6354,Scarborough,1.08882962,-123.9234589,46.25513687
777721.155,355622.571,Canyon Creek,1.46789421,-123.9116585,46.2573718
741666.7455,365230.73,Westwind,1.19456727,-124.0557636,46.27932897
733549.9423,590524.3803,Seashore Conservation,1.71246582,-124.1288103,46.89546438
1053596.747,362551.1941,Seaquest #6,1.05058821,-122.8222517,46.30385214
1130248.949,178484.2435,Battle Ground Lake,2.31305765,-122.5005821,45.80503394
2483850.49,288509.9493,Fields Spring,1.15033792,-117.1756026,46.07575181
2011239.687,321747.9268,Sacajawea,1.02842831,-119.0352676,46.20620677
1583205.613,904619.6141,Lake Wenatchee,1.00770281,-120.7328021,47.81353069
1716296.066,924741.6739,Little Bear,1.27758887,-120.1909129,47.86850715
1728324.89,1151195.341,Pearrygrin Lake,1.18538749,-120.1376781,48.48891639
1705577.842,577509.9458,John Wayne Pioneer,109.1692497,-120.2392479,46.9166933
1715459.697,863774.9683,Daroga State Park,2.57360692,-120.1952791,47.70140859
1693327.126,801344.9005,Rocky Reach,1.01114962,-120.2858387,47.53047427
1686873.789,773233.9128,Apple Capital Recreation Loop,3.44603004,-120.3122301,47.45345656
1753290.087,797937.2053,Duffy Creek,2.3667321,-120.0432155,47.52043356
816502.1077,616534.3363,Morrison Riverfront Walkway,1.50923903,-123.8016393,46.97670277
811762.8274,609897.9368,Chehalis River Trailway,3.17274177,-123.8194899,46.95797707
820235.3818,611257.285,Basich Trailway,1.18025443,-123.785816,46.96267346
850358.9371,601799.2414,Preacher Slough Interpretive,3.5469851,-123.6637477,46.94013773
911433.9141,619402.6148,Vance Creek Park Loop,1.14531104,-123.422019,46.99482765
854532.4622,604437.2722,Friends Landing Loop,1.52350718,-123.6474742,46.94782296
2504926.5,281906.0001,Shumaker,1.58452435,-117.0937569,46.05519307
2539462.882,277660.8505,Sherry Grade,5.24878147,-116.9586103,46.03939311
2287530.293,264953.8751,3214,3.26191318,-117.9517773,46.03123511
2287445.25,271346.6095,3213,2.89167612,-117.9512988,46.04876432
2360974.675,291082.6223,Danger Point,2.05441687,-117.6590987,46.09596733
2326572.194,298739.82,Spangler Creek,3.55581759,-117.7935908,46.12026949
2414161.668,337718.9239,North Fork Asotin Creek,10.16496863,-117.44248,46.21831632
2395332.728,279246.2804,First Creek,5.87988004,-117.5255218,46.06005802
2358724.896,340309.9365,Hixon Canyon,2.73555549,-117.6609784,46.2310977
2314656.076,288743.0978,Touchet Middle Tie,1.54454348,-117.841884,46.09398233
2389385.857,286606.7671,Halsey Butte,1.71803608,-117.5478464,46.080841
2423106.2,285015.1921,Lake Ridge,5.3866054,-117.4153114,46.07294182
2304308.993,255161.9042,Deep Saddle,2.54060848,-117.8870303,46.0028918
2382249.604,259085.0769,Fire,1.77768958,-117.5799631,46.00614871
2381711.264,266883.5034,Coyote,1.76884969,-117.5809447,46.02757436
2418370.699,339288.5702,Pinkham,2.54990925,-117.4256228,46.22216895
2388432.185,266529.0095,Three Forks,2.48386619,-117.5545558,46.0259179
2369993.516,262154.787,Patterson Ridge,3.45482187,-117.6277233,46.01579492
2351185.662,333435.5604,Salter,2.18862724,-117.6917179,46.21299824
2356121.644,262274.9311,Weller Butte,2.81294277,-117.6822718,46.01749597
2381880.557,314495.3345,Elk Flat - Wash,3.57288839,-117.5733254,46.15803353
2370072.492,298077.81,Miner's Ridge,4.30141681,-117.6222551,46.11423342
2386751.255,312953.0483,Bear Creek,7.45129054,-117.554345,46.15330996
2349806.048,342321.6755,Camp Wooten Nature Trail,1.07120265,-117.6959166,46.23748565
2386054.068,258741.3796,Moore Rim,1.15918097,-117.5650519,46.00481971
2309122.919,266954.3238,Buck Ridge,5.39639407,-117.8665485,46.03477338
2345930.34,266365.7805,Butte Creek,4.70653984,-117.7217945,46.02969844
2348197.771,281973.0351,East Butte Creek,9.34401435,-117.7107006,46.07225223
2296937.25,296145.6564,Day Ridge,1.41708682,-117.9107301,46.11588712
2297426,288374.5625,Griffin Peak,4.28198243,-117.90981,46.09454393
2363581.715,295088.6959,Grizzly Bear Ridge,3.08504223,-117.6482582,46.10668811
2406495.036,329662.1585,Hard To Get To Ridge,4.04322212,-117.4739663,46.19704934
2369697.306,284418.6283,Crooked Creek,15.62332033,-117.6256958,46.07683823
2336715.534,260215.4356,Grizzly Bear,2.98222051,-117.7588929,46.01372657
2325478.15,259283.2276,Dexter Ridge,2.13138322,-117.8032215,46.01223375
2439236.749,295563.6861,Indian Tom,2.97629806,-117.3501462,46.10009865
2400107.941,294543.9478,July Ridge,3.79828143,-117.5044368,46.10148336
2272073.394,266176.7804,Intake/Deadman Peak,11.0655834,-118.0124513,46.03593984
2276336.5,264455.3124,North Fork,1.79577545,-117.995889,46.03085155
2299903.5,287621.0937,Newby Mountain,1.96532821,-117.9001476,46.09225532
2334625.037,302108.5178,Meadow Creek,8.19512027,-117.7613922,46.12873989
2324841.472,298559.5977,Middle Point Ridge,5.24675049,-117.8004363,46.11993817
2386924.35,294489.6688,Melton Fork,5.29292542,-117.5563807,46.10269542
2375559.462,305635.7151,Mount Misery,15.74267288,-117.5995385,46.13439454
2430153.213,287819.7132,Wenatchee,8.57782449,-117.3871308,46.07986772
2422344.631,281935.9572,West Wenatchee,5.59709068,-117.4187836,46.06458568
2384896.533,280290.5242,Melton Creek,3.54405195,-117.5664508,46.06399121
2278163.962,255835.9686,Paradise Ridge,3.78401222,-117.9897775,46.00706736
2276040,254018.9453,Paradise Creek,1.20510461,-117.9983587,46.00227205
2376141.365,264959.4325,Packer's,5.02084643,-117.6031361,46.02286455
2348685.978,316239.6601,Panjab,4.32346334,-117.7039933,46.1661153
2351061.468,321394.7697,Rattlesnake,5.4864866,-117.6938999,46.18001192
2437619.071,316734.9329,Red Hill Gulch,3.69629181,-117.3531894,46.15828732
2304309.25,294391.6249,Wolf Fork,5.13252913,-117.8819062,46.11041245
2356021.308,277353.5604,Smooth Ridge,13.52842776,-117.6805454,46.0588296
2318414.128,283138.5106,Wildcat/Cavalier,2.70864817,-117.8278279,46.07827348
2378718.133,321665.351,Tucannon River,3.89471373,-117.584751,46.17800342
2316309.622,265659.0139,Sawtooth,4.97008121,-117.8384398,46.03056186
2346283.949,307273.9955,Turkey Creek,3.7608456,-117.7147171,46.14177718
2330327.668,284769.7615,West Butte,5.97778869,-117.7806887,46.0816279
2436484.085,323335.7965,South Asotin Creek,1.95052054,-117.356627,46.17649851
2331337.111,257737.7109,Slick Ear,1.24336462,-117.7803853,46.00744642
2364340.579,284596.6607,Yearling Ridge,2.45562261,-117.6467643,46.07785935
1336430.179,1117660.417,Finney Peak,2.02411725,-121.7506209,48.39098686
1324242.976,1090077.724,Mt. Higgins - Myrtle Lake,3.56006582,-121.7988825,48.31488048
1452566.313,1155292.5,Bear Lake,1.36276178,-121.2743891,48.4981682
1437539.844,1130188.338,Enjar Lake,2.41994256,-121.3352335,48.42897192
1408419.429,1174534.844,Helen Buttes,2.43874451,-121.4573255,48.54955471
1468925.018,1157919.618,Hidden Lake,3.23492255,-121.2070533,48.50578627
1446705.455,1173181.524,Lookout Mt,4.18687964,-121.2992954,48.54701532
1397528.763,1163489.611,Rocky Creek,2.40221914,-121.5016818,48.5189267
1380535.519,1167277.322,Sauk Mountain,3.94940047,-121.5719668,48.52869086
1501069.407,1134954.858,Middle Fork Cascade River,3.36803586,-121.0738396,48.44358559
1491476.272,1122566.896,South Fork Cascade River,5.61309426,-121.1129467,48.40944762
1530489.375,1181829.75,Fisher Creek,8.49342749,-120.9538002,48.57253033
1562569.618,1183265.63,Easy Pass,4.20561999,-120.8213929,48.57689579
1516665.938,1211122.813,Panther Spur,1.87212241,-121.0116488,48.65254422
1520000.625,1222359.5,Panther Creek,7.82898688,-120.9981553,48.68338312
1571571.036,1233742.625,Cady Pass,8.77235205,-120.7849837,48.71526544
1516991.438,1248893.938,East Bank,8.81500712,-121.0113154,48.75601251
1544432.478,1240784.875,Crater Mountain,2.8295348,-120.8974679,48.73423386
1554310.25,1250251.625,Jackita Ridge,13.84326631,-120.8567422,48.76029381
1520005.75,1240345.938,Little Jack,2.960145,-120.9986044,48.73265149
1471761.625,1277717.75,Big Beaver,15.69220727,-121.1997403,48.83400886
1523596,1307901.25,Hozemeen,2.57807985,-120.9854597,48.91774126
1516768.938,1302826,Desolation,3.77178719,-121.0136921,48.9037232
1446790.188,1297616.188,Little Beaver West,2.17832482,-121.3041804,48.88785394
1464182,1304514.75,Little Beaver,10.40619504,-121.232218,48.90721071
1525021.25,1297192.5,Lightning Creek,3.48689523,-120.9792667,48.88843673
1523124.312,1316683.812,Willow Lake,3.85621204,-120.9876455,48.9417858
1505554.625,1252905.938,West Shore,3.01264431,-121.058811,48.76678911
1419790.687,1299644.875,Brush Creek,2.54618787,-121.4164046,48.8926033
1427010.562,1326821.5,Chilliwack North,5.53478323,-121.3876886,48.96725366
1420508.625,1310233.688,Chilliwack,2.57740294,-121.4139324,48.92162453
1410883.125,1300429.125,Hannegan,6.44663099,-121.4534394,48.8944619
1412449.25,1310733.5,Copper Ridge,13.13956955,-121.4474487,48.92273285
1384820.167,1301264.944,Hannegan Pass,3.76783442,-121.5617344,48.89583905
1323045.934,1330383.082,Canyon Ridge,8.35687738,-121.8203226,48.97302157
1330473.282,1330849.392,Boundary Way,2.61850249,-121.7894607,48.97463493
1309680.861,1266399.009,Heliotrope Ridge,2.7999854,-121.8712856,48.79718126
1346194.642,1285918.929,Chain Lakes,5.12713122,-121.7211719,48.85228206
1314150.48,1311244.239,Church Mountain,3.26288906,-121.8559535,48.92020074
1322810.148,1285913.487,Cougar Divide,2.70219128,-121.8182118,48.85123621
1329075.959,1320884.875,Damfino Lakes,2.46894991,-121.7945926,48.94728668
1326862.265,1311781.58,High Divide,9.88102164,-121.8031704,48.92225898
1358866.505,1281045.751,Lake Ann,4.61736789,-121.6682855,48.83946201
1311794.568,1268747.438,Glacier View Loop,2.67142488,-121.8626918,48.80371305
1370460.467,1294888.622,Nooksack Cirque,4.60555358,-121.6209996,48.87783295
1369725.078,1321111.207,Lone Jack,1.7867432,-121.6256067,48.94961429
1344933.492,1277947.139,Ptarmigan Ridge,3.02275333,-121.7258913,48.8303969
1353991.58,1320276.343,Tomyhoi Peak,4.98594685,-121.6909686,48.94669539
1373001.408,1327499.979,Silesia Creek,3.96508261,-121.6123593,48.96723641
1315836.311,1290108.048,Skyline Divide,4.04863276,-121.8474482,48.8624003
1354328.831,1265803.522,Swift Creek,6.94866435,-121.6861606,48.79753289
1361146.251,1323917.506,Tomyhoi Lake,3.33295221,-121.6614464,48.95695838
1337235.723,1289817.823,Wells Creek,3.1698547,-121.758608,48.8625737
1364846.033,1286881.246,White Salmon,1.23235153,-121.6438283,48.85568327
1355294.159,1286392.212,Wild Goose,1.16108478,-121.6834395,48.85395806
1367394.494,1322574.069,Winchester Mt,1.32255443,-121.6353841,48.95352869
1357263.883,1320937.79,Yellow Aster Butte,1.90521291,-121.6774053,48.94864121
1304616.299,1234157.195,Bell Pass,4.83098669,-121.8899244,48.70863709
